,ID,IL,IL_SMILE,mol%_IL,HL,HL_SMILE,mol%_HL,Chol,Chol_SMILE,mol%_Chol,PEG,PEG_SMILE,mol%_PEG,Fifth,Fifth_SMILE,mol%_Fifth,EE_before,EE_after,Aerosolization_Efficiency,mRNA_Recovery_Efficiency,cell_expression_before_1,cell_expression_before_2,cell_expression_after_1,cell_expression_after_2,AVG_before,AVG_after,Norm_before,Norm_after,备注,Unnamed: 29
464,6-F36,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,37.378640776699,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.45631067961165,DSSC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC(=O)O)N)O,2.9126213592233,89.6524324250271,93.8589392430279,46.0803789731052,44.0151795377639,2161299,1535979,1311627,1324912,1848639.0,1318269.5,0.624307880023701,2.10570540686674,,100
394,5-F61,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.6867753979171,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.23560620947141,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,41.9532324621733,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.5720180782079,RC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CCCNC(=N)N)N)O,1.5523678522303,83.5026800966013,77.9016665678192,69.4912265232343,74.4875419685457,46399,42561,46714,31417,44480.0,39065.5,0.324550714697448,1.05721012678782,,100
267,4-F28,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,59.5660377358491,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,13.1037735849057,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,17.6320754716981,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,4.0377358490566,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,5.66037735849057,83.3702050065028,76.4219647850536,39.9967835316822,43.6332676347157,4508,3354,3904,3587,3931.0,3745.5,0.088161745741615,0.748575996802238,,100
218,3-F75,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.8715596330275,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.1743119266055,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,35.3211009174312,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.37614678899083,L-Leu-UC12,CCCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC(C)C,8.25688073394496,76.34029385,83.66744292,63.63553364,58.0626725,2213076,2930924,1693802,1874811,2572000.0,1784306.5,5.10914541001289,12.3614871418279,,100
299,4-F60,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,37.3009708737864,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,29.4466019417476,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,28.9611650485437,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.37864077669903,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,2.9126213592233,75.6112198676822,75.0558692072454,48.2377397713314,48.5946587028278,21602,23233,12255,12394,22417.5,12324.5,0.502764165648093,2.46317577695613,,100
413,5-F80,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.10852713178295,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,41.3759689922481,DSPE-PEG,CCCCCCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.55038759689923,RSSC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)N)O,2.90697674418605,91.2787254632906,88.5467922583064,59.7990347337606,61.6440136928921,137,371,170,317,254.0,243.5,0.001853324674756,0.006589718955929,,100
396,5-F63,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.10852713178295,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,41.3759689922481,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.55038759689923,SSC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(CO)N)O,2.90697674418605,86.0509039952477,83.8582378386583,78.2370121249668,80.2826984296224,93486,161160,93167,74533,127323.0,83850.0,0.929019124267608,2.26919069591221,,100
251,4-F12,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,41.9811320754717,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,35.3490566037736,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,15.8207547169811,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.18867924528302,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,5.66037735849057,82.333897934652,72.4658163445571,34.0273745333886,38.6610752923178,17642,23559,9489,9053,20600.5,9271.0,0.462013747939491,1.85290296792245,,100
469,6-F41,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,37.378640776699,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.45631067961165,8DC-DOPE,C(C)CCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)O,2.9126213592233,88.7871723432081,93.0606522904383,36.1351264809478,34.4757491328822,1072838,665350,322045,46835,869094.0,184440.0,0.293503616812865,0.294610703837494,,100
26,1-F27,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DSPE-PEG,CCCCCCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.5,L-His-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@H](C(OCC)=O)CC1=CN=CN1,5.0,68.8285078,67.61571762,49.70299588,50.5944943,4474,4562,5186,3922,4518.0,4554.0,0.071342849924204,0.280955024986119,,100
296,4-F57,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,45.252427184466,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,18.5728155339806,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,29.2815533980583,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,3.98058252427184,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,2.9126213592233,77.4928514935816,71.4212731174006,54.8773307163886,59.5424955892195,17457,18471,8275,7287,17964.0,7781.0,0.402884151743162,1.5551114220046,,100
200,3-F57,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.8715596330275,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.1743119266055,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,35.3211009174312,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.37614678899083,L-Phg-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@H](C(OCC)=O)C1=CC=CC=C1,8.25688073394496,70.46238978,92.80208229,36.76747645,27.91666084,2165470,2136032,898391,1027738,2150751.0,963064.5,4.27235598745359,6.67200922795544,,100
193,3-F50,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,47.1698113207547,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.43396226415094,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,36.3207547169811,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.41509433962264,L-Leu-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC(C)C,5.66037735849057,90.07352941,70.56177868,27.26006065,34.79801559,867416,1069712,848368,922523,968564.0,885445.5,1.92400245525028,6.13427298675387,,100
257,4-F18,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,53.811320754717,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,22.877358490566,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,13.5188679245283,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,4.13207547169811,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,5.66037735849057,74.0387649905323,86.8847267462903,68.2177426516295,58.1317062907637,5749,5746,4579,2753,5747.5,3666.0,0.128900949796472,0.732687119016688,,100
389,5-F56,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.10852713178295,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,41.3759689922481,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.55038759689923,RSSC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)N)O,2.90697674418605,65.2210871211536,59.3596676574867,39.2772511848341,43.1556496607576,18140,17525,14398,20191,17832.5,17294.5,0.130115796309403,0.468032420876013,,100
371,5-F36,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,9.10852713178295,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,41.3759689922481,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.55038759689923,HA-DSSC,CCCCCCCCCCCCCCCCC(NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C(=O)O)CS)=O,2.90697674418605,90.7705604075692,61.593107617896,30.6314206965673,45.1419213973799,124905,146782,60322,61184,135843.5,60753.0,0.991189411241071,1.644128113879,,100
59,2-F12,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.5,L-Met-UC12,CCCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CCSC,5.0,71.29395899,67.81717676,48.79350067,51.29499637,158171,512442,10608,22814,335306.5,16711.0,0.518007478752141,0.06658365789762,,100
512,6-F86,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.10852713178295,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,41.3759689922481,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.55038759689923,4DC-DOPE,C(C)CCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)O,2.90697674418605,83.1445432678861,84.8419709132435,42.485913716256,41.6359008782234,98707,94959,24343,26274,96833.0,25308.5,0.032701682127411,0.040425910854865,,100
518,6-F92,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.10852713178295,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,41.3759689922481,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.55038759689923,L-PyC3His,C1=CC2=CC=CC3=C2C2=C(C=C3)C(CCCC(NC(C(OC)=O)CC3N=CNC=3)=O)=CC=C12,2.90697674418605,57.2021764032073,34.6260387811634,20.3379224030038,33.598224513173,175987,136140,52380,61889,156063.5,57134.5,0.052704542549453,0.091262390253759,,100
156,3-F13,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,37.378640776699,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.45631067961165,L-Arg-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CCCNC(=N)N,2.9126213592233,87.21614041,74.4925316,26.90179806,31.49672789,1740687,3209712,490948,896809,2475199.5,693878.5,4.91685620695615,4.80711702599346,,100
314,4-F75,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,27.6310679611651,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,52.8446601941748,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,12.8543689320388,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,3.75728155339806,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,2.9126213592233,81.9263349619821,76.2519346946927,53.8950154389061,57.9056925612189,7870,7145,3974,3221,7507.5,3597.5,0.168373010978167,0.718996702308384,,100
40,1-F41,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.5,L-Glu-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@H](C(OCC)=O)CCC(=O)OCC,5.0,75.37028412,72.85336856,37.23605492,38.52247459,219950,206165,19582,15756,213057.5,17669.0,3.36434910308236,1.09007341600345,,100
441,6-F13,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,37.378640776699,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.45631067961165,RSSC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)N)O,2.9126213592233,79.0138623260229,95.8523396670997,56.0600706713781,46.2119414236455,2777198,2716525,185758,187105,2746861.5,186431.5,0.927648545651002,0.297791777447841,,100
282,4-F43,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,24.622641509434,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,32.2830188679245,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,36.3584905660377,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.07547169811321,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,5.66037735849057,60.5452939877842,0.0,0.0,47.9358304511002,29061,34644,1295,2538,31852.5,1916.5,0.714365811812463,0.38303187768562,,100
191,3-F48,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,42.3728813559322,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,8.47457627118644,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,32.6271186440678,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.27118644067797,L-His-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@H](C(OCC)=O)CC1=CN=CN1,15.2542372881356,81.08878548,90.24997636,54.40380048,48.88132146,981245,2897450,589343,1547810,1939347.5,1068576.5,3.85241383283242,7.40298522972898,,100
89,2-F42,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.5,L-Val-UC12,CCCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)C(C)C,5.0,74.20832066,78.02797466,28.32745076,26.94075501,262301,542282,6380,12655,402291.5,9517.5,0.621491100346748,0.03792172605114,,100
106,2-F59,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.5,L-Phg-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@H](C(OCC)=O)C1=CC=CC=C1,5.0,71.51899655,27.5320416,12.98067141,33.71942436,372447,214288,138881,136971,293367.5,137926.0,0.453216859866476,0.54955523901545,,100
138,2-F91,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.5,L-Val-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)C(C)C,5.0,70.49096788,56.94243862,27.52087748,34.06902369,487062,579392,131725,183149,533227.0,157437.0,0.823770412659962,0.627295275472901,,100
0,1-F1-SM102-LNP,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,10.0,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,38.5,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.5,,,,74.4560838,80.21116139,49.50069673,45.94906695,66553,60103,20161,12257,63328.0,16209.0,1.0,1.0,,100
